PARID,SALEDATE,PRICE,RECORDDATE,INSTRUNO,INSTRUTYPE,LANDCOURT_NO,CERT_NO,BOOK,PAGE,CONV_TAX,DOC_TYPE,VALCODE,VALCODE,SALETYP
390040820006     ,2004/12/10,    599000,2004/12/14,04-252014           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,599                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390040820006     ,2004/11/12,    599000,2004/11/19,04-233350           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,599                                     ,Apartment deed                          ,Other                                   ,7 ,Improved
390040820006     ,2003/12/19,    499000,2004/01/08,04-003852           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,499                                     ,Warranty deed                           ,Valid Sale                              ,0 ,Improved
390040820006     ,2003/06/24,    410000,2003/06/24,                    ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390040820006     ,2003/06/24,    410000,2003/07/03,03-136348           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,410                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390040820006     ,2000/10/26,          ,          ,0000000000          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820006     ,1999/05/17,          ,1999/05/27,9900084963          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820006     ,1996/04/17,          ,1996/05/21,9600070349          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820006     ,1995/09/11,    225000,1995/09/14,9500117765          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,225.00                                  ,                                        ,Valid                                   ,X ,Improved
390040820006     ,1995/02/13,          ,          ,0000000000          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820006     ,1990/12/01,    241000,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390040820006     ,1990/11/28,    241000,1991/01/04,9100001157          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,120.50                                  ,                                        ,                                        ,  ,
390040820006     ,1900/01/01,          ,1990/04/02,9000046013          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
