PARID,SALEDATE,PRICE,RECORDDATE,INSTRUNO,INSTRUTYPE,LANDCOURT_NO,CERT_NO,BOOK,PAGE,CONV_TAX,DOC_TYPE,VALCODE,VALCODE,SALETYP
390041430008     ,1988/12/13,    178000,1988/12/20,8800183073          ,Fee conveyance                          ,                                        ,                                        ,22677   ,52      ,89.00                                   ,                                        ,Valid                                   ,X ,Improved
390041430008     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430009     ,2020/09/08,    675000,2020/09/11,A75590208           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1687.5                                  ,Exchange deed                           ,Valid Sale                              ,0 ,Improved
390041430009     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430009     ,2000/10/26,     86666,2000/12/15,00-176891           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,86.70                                   ,Apartment deed                          ,                                        ,  ,
390041430009     ,2000/10/26,     86666,2000/12/15,00-176890           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,86.70                                   ,Apartment deed                          ,                                        ,  ,
390041430009     ,2000/10/26,     86666,2000/12/15,00-176889           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,86.70                                   ,Apartment deed                          ,                                        ,  ,
390041430009     ,1999/11/15,          ,1999/12/16,9900198384          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,260.00                                  ,                                        ,                                        ,  ,
390041430009     ,1999/08/10,    222500,1999/08/24,9900135925          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,222.50                                  ,                                        ,Valid                                   ,X ,Improved
390041430009     ,1997/11/11,          ,1998/05/19,9800071306          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430009     ,1989/04/01,    197500,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390041430009     ,1989/03/21,    197500,1989/04/03,8900045006          ,Fee conveyance                          ,                                        ,                                        ,23019   ,188     ,98.75                                   ,                                        ,                                        ,  ,
390041430009     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430010     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430010     ,2004/07/02,    500000,2004/07/09,04-140040           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,500                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430010     ,1999/04/28,          ,          ,0000000000          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390041430010     ,1989/01/13,    147500,1989/01/19,8900007572          ,Fee conveyance                          ,                                        ,                                        ,22779   ,763     ,73.75                                   ,                                        ,Valid                                   ,X ,Improved
390041430010     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430010     ,1900/01/01,          ,1994/05/25,9400088339          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430011     ,2020/12/21,    749400,2021/01/21,A76910544           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1873.5                                  ,Warranty deed                           ,Valid Sale                              ,0 ,Improved
390041430011     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430011     ,1992/06/07,    265000,1992/06/18,9200096771          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,132.50                                  ,                                        ,                                        ,  ,
390041430011     ,1989/11/06,    252000,1989/11/29,8900181457          ,Fee conveyance                          ,                                        ,                                        ,23925   ,83      ,126.00                                  ,                                        ,                                        ,  ,
390041430011     ,1989/02/01,    185000,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390041430011     ,1989/01/26,    185000,1989/02/08,8900017734          ,Fee conveyance                          ,                                        ,                                        ,22843   ,1       ,92.50                                   ,                                        ,                                        ,  ,
390041430011     ,1988/10/25,          ,1988/11/01,8800159215          ,                                        ,                                        ,                                        ,22523   ,217     ,                                        ,                                        ,                                        ,  ,
390041430011     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430012     ,2022/01/07,   1050000,2022/01/14,A80490446           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,4200                                    ,Exchange deed                           ,Valid Sale                              ,0 ,Improved
390041430012     ,2016/04/15,    625000,2016/04/20,A59540639           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1562.5                                  ,Limited warranty/apartment deed         ,Valid Sale                              ,0 ,Improved
390041430012     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430012     ,2004/10/20,    545000,2004/10/29,04-220331           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,545                                     ,Warranty deed                           ,Other                                   ,7 ,Improved
390041430012     ,2001/04/04,          ,2001/04/10,01-051020           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,Quitclaim apartment deed                ,                                        ,  ,
390041430012     ,1997/12/09,    185000,1998/01/05,9800000832          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,185.00                                  ,                                        ,Valid                                   ,X ,Improved
390041430012     ,1988/12/12,    183600,1988/12/20,8800183053          ,Fee conveyance                          ,                                        ,                                        ,22676   ,731     ,91.80                                   ,                                        ,Valid                                   ,X ,Improved
390041430012     ,1988/10/25,          ,1988/11/01,8800159215          ,                                        ,                                        ,                                        ,22523   ,217     ,                                        ,                                        ,                                        ,  ,
390041430012     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430013     ,2020/03/17,    671100,2020/06/03,A74590487           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1677.5                                  ,Quitclaim deed                          ,Related individuals                     ,4 ,Improved
390041430013     ,2019/05/21,    700000,2019/05/29,A70880104           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1750                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430013     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430013     ,2004/02/27,    445000,2004/03/30,04-064146           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,445                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430013     ,1997/06/19,          ,1997/09/18,9700126072          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430013     ,1989/01/09,    183000,1989/01/18,8900006652          ,Fee conveyance                          ,                                        ,                                        ,22775   ,82      ,91.50                                   ,                                        ,Valid                                   ,X ,Improved
390041430013     ,1989/01/09,    183000,1989/01/18,8900006651          ,Fee conveyance                          ,                                        ,                                        ,22775   ,70      ,91.50                                   ,                                        ,Valid                                   ,X ,Improved
390041430013     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430013     ,1900/01/01,          ,1995/02/27,9500026747          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430014     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430014     ,2005/06/20,    639000,2005/06/22,05-123317           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,639                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430014     ,2001/01/02,    317900,2001/01/09,01-003271           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,317.90                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430014     ,1999/11/02,    230000,1999/11/19,9900184481          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,230.00                                  ,                                        ,Valid                                   ,X ,Improved
390041430014     ,1989/04/01,    195000,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390041430014     ,1989/03/21,    195000,1989/04/03,8900045004          ,Fee conveyance                          ,                                        ,                                        ,23019   ,161     ,97.50                                   ,                                        ,                                        ,  ,
390041430014     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430015     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430015     ,2000/12/09,         0,2001/01/11,01-004636           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,Quitclaim apartment deed                ,                                        ,  ,
390041430015     ,1988/12/20,    190000,1988/12/22,8800184857          ,Fee conveyance                          ,                                        ,                                        ,22688   ,745     ,95.00                                   ,                                        ,Valid                                   ,X ,Improved
390041430015     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430015     ,1900/01/01,          ,1993/05/21,9300081790          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430015     ,1900/01/01,          ,1993/05/21,9300081787          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430016     ,2024/10/10,   1368500,2024/10/15,A9054000123         ,Fee conveyance                          ,                                        ,                                        ,        ,        ,5474                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430016     ,2012/03/21,    732000,2012/03/30,A44720131           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1830                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430016     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430016     ,2007/12/17,   1000000,2007/12/31,07-224112           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,3000                                    ,Warranty deed                           ,Related individuals                     ,4 ,Improved
390041430016     ,2006/03/24,          ,2006/03/24,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430016     ,2006/02/16,    990000,2006/03/24,06-056175           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2475                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430016     ,1999/08/27,          ,1999/10/07,9900161168          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430016     ,1999/08/27,    305000,1999/09/03,9900142900          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,305.00                                  ,                                        ,Valid                                   ,X ,Improved
390041430016     ,1999/08/02,          ,1999/08/17,9900132432          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
390041430016     ,1989/01/12,    198000,1989/01/17,8900005706          ,Fee conveyance                          ,                                        ,                                        ,22770   ,121     ,99.00                                   ,                                        ,Valid                                   ,X ,Improved
390041430016     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430017     ,2011/09/08,    740000,2011/09/28,11-157501           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1850                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430017     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430017     ,2007/05/15,          ,2007/05/22,07-091722           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Quitclaim deed                          ,                                        ,  ,
390041430017     ,2007/04/23,    927520,2007/04/30,07-077044           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2318.8                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430017     ,2005/12/06,          ,2005/12/19,05-257876           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Deed to trust                           ,                                        ,  ,
390041430017     ,2005/09/15,          ,2005/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Death                                   ,                                        ,  ,
390041430017     ,2001/08/09,    460000,2001/08/21,01-129802           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,460.00                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430017     ,2000/04/14,    350000,2000/04/28,0000057763          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,350.00                                  ,                                        ,Valid                                   ,X ,Improved
390041430017     ,1998/12/22,    300000,1999/01/04,9900000435          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,300.00                                  ,                                        ,Valid                                   ,X ,Improved
390041430017     ,1988/12/02,    198000,1988/12/19,8800182191          ,Fee conveyance                          ,                                        ,                                        ,22672   ,51      ,99.00                                   ,                                        ,Valid                                   ,X ,Improved
390041430017     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430018     ,2024/04/02,      1000,2024/04/16,A88720467           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1.5                                     ,Quitclaim apartment deed                ,                                        ,  ,
390041430018     ,2021/07/06,   1100000,2021/07/15,A78660221           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,4400                                    ,Exchange deed                           ,Other                                   ,2 ,Improved
390041430018     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430018     ,2008/05/30,          ,2008/06/09,08-93214            ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Quitclaim deed                          ,                                        ,  ,
390041430018     ,2003/09/23,    535000,2003/09/26,03-209001           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,535                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430018     ,1989/01/06,    185750,1989/01/19,8900007589          ,Fee conveyance                          ,                                        ,                                        ,22780   ,67      ,92.85                                   ,                                        ,Valid                                   ,X ,Improved
390041430018     ,1989/01/06,    185750,1989/01/19,8900007590          ,Fee conveyance                          ,                                        ,                                        ,22780   ,79      ,92.85                                   ,                                        ,Valid                                   ,X ,Improved
390041430018     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430019     ,2022/03/24,   1535000,2022/04/25,A81500295           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,6140                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430019     ,2021/04/07,   1285000,2021/04/13,A77730066           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,5140                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430019     ,2011/05/13,    865000,2011/05/31,11-085827           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2162.5                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430019     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430019     ,2001/07/20,          ,2004/03/18,04-055739           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Warranty deed                           ,                                        ,  ,
390041430019     ,1989/01/01,    241900,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390041430019     ,1988/12/12,    241900,1989/01/06,8900001749          ,Fee conveyance                          ,                                        ,                                        ,22745   ,197     ,120.95                                  ,                                        ,                                        ,  ,
390041430019     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430020     ,2018/07/24,   1350000,2018/07/31,A67860175           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,5400                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430020     ,2015/09/03,    911000,2015/09/14,A57350065           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2277.5                                  ,Trustee's limited warranty deed         ,Valid Sale                              ,0 ,Improved
390041430020     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430020     ,1992/11/01,    495000,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Valid                                   ,X ,Improved
390041430020     ,1992/10/16,    495000,1992/11/10,9200182056          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,247.50                                  ,                                        ,                                        ,  ,
390041430020     ,1988/12/08,    204750,1988/12/19,8800182192          ,Fee conveyance                          ,                                        ,                                        ,22672   ,64      ,102.35                                  ,                                        ,Abnormal financing                      ,6 ,Improved
390041430020     ,1988/06/01,          ,1988/07/28,8800107561          ,                                        ,                                        ,                                        ,22185   ,204     ,0.00                                    ,                                        ,                                        ,  ,
390041430021     ,2017/11/28,    900000,2017/12/04,A65470080           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2250                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390041430021     ,2012/12/20,         1,2012/12/27,A47440710           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,1                                       ,Quitclaim apartment deed                ,                                        ,  ,
390041430021     ,2012/03/09,          ,2012/04/11,A44840375           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Quitclaim deed                          ,Related individuals                     ,4 ,
390041430021     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390041430021     ,2006/03/28,    800000,2006/03/31,06-061178           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,2000                                    ,Apartment deed                          ,                                        ,  ,
