PARID,SALEDATE,PRICE,RECORDDATE,INSTRUNO,INSTRUTYPE,LANDCOURT_NO,CERT_NO,BOOK,PAGE,CONV_TAX,DOC_TYPE,VALCODE,VALCODE,SALETYP
210080830034     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830034     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830034     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830034     ,2015/04/08,   1000000,2015/04/16,                    ,Fee conveyance                          ,T9236011                                ,1095784                                 ,        ,        ,4000                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830034     ,2012/02/22,    999500,2012/04/25,                    ,Fee conveyance                          ,T8150332                                ,1041471                                 ,        ,        ,2498.8                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830034     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830034     ,1997/04/01,    425000,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Other                                   ,7 ,Improved
210080830034     ,1997/03/31,    425000,1997/04/03,0000000000          ,Fee conveyance                          ,2373606                                 ,489788                                  ,        ,        ,425.00                                  ,                                        ,                                        ,  ,
210080830034     ,1997/02/12,    353500,1997/03/10,0000000000          ,Fee conveyance                          ,2369406                                 ,488543                                  ,        ,        ,353.50                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830034     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830035     ,2025/04/14,   1600000,2025/04/17,                    ,Fee conveyance                          ,T12890028                               ,1283626                                 ,        ,        ,6400                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830035     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830035     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830035     ,2019/01/09,   1294100,2019/01/15,                    ,Fee conveyance                          ,T10606084                               ,1170046                                 ,        ,        ,3882.3                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830035     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830035     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830035     ,2017/02/15,    975000,2017/02/24,                    ,Fee conveyance                          ,T9916092                                ,1131972                                 ,        ,        ,2437.5                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830035     ,2013/03/05,    864000,2013/03/18,                    ,Fee conveyance                          ,T8477092                                ,1057416                                 ,        ,        ,2160                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830035     ,2011/07/08,    575000,2011/07/15,                    ,Fee conveyance                          ,4086109                                 ,1028822                                 ,        ,        ,862.5                                   ,Apartment deed                          ,Other                                   ,2 ,Improved
210080830035     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830035     ,2007/11/05,          ,2007/11/08,                    ,Fee conveyance                          ,3679036                                 ,884514                                  ,        ,        ,0                                       ,Apartment deed                          ,                                        ,  ,
210080830035     ,2007/10/24,          ,2007/10/29,                    ,Fee conveyance                          ,3674617                                 ,883062                                  ,        ,        ,0                                       ,Apartment deed                          ,                                        ,  ,
210080830035     ,2000/01/26,          ,2000/02/17,0000000000          ,Fee conveyance                          ,2607694                                 ,548720                                  ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
210080830035     ,1999/12/22,          ,1999/12/23,0000000000          ,Fee conveyance                          ,2597440                                 ,545,632                                 ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
210080830035     ,1999/12/22,          ,1999/12/23,0000000000          ,Fee conveyance                          ,2597441                                 ,545,633                                 ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
210080830035     ,1999/01/28,    375000,1999/01/29,0000000000          ,Fee conveyance                          ,2517683                                 ,525411                                  ,        ,        ,375.00                                  ,                                        ,Valid                                   ,X ,Improved
210080830035     ,1997/03/25,    368650,1997/04/18,0000000000          ,Fee conveyance                          ,2376288                                 ,490457                                  ,        ,        ,368.70                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830035     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830036     ,2024/04/23,          ,2024/04/30,                    ,Land Court Order (all types)            ,T12538122                               ,                                        ,        ,        ,                                        ,Land Court Order (all types)            ,                                        ,  ,
210080830036     ,2024/04/10,   2250000,2024/04/30,                    ,Fee conveyance                          ,T12538123                               ,1267880                                 ,        ,        ,13500                                   ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830036     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830036     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830036     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830036     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830036     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830036     ,2006/08/10,          ,2007/01/29,                    ,Fee conveyance                          ,3550080                                 ,843185                                  ,        ,        ,0                                       ,Quitclaim deed                          ,                                        ,  ,
210080830036     ,2002/03/18,    740000,2002/04/01,                    ,Fee conveyance                          ,2791305                                 ,607350                                  ,        ,        ,740.00                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830036     ,2000/02/10,    700000,2000/02/15,0000000000          ,Fee conveyance                          ,2606992                                 ,548508                                  ,        ,        ,700.00                                  ,                                        ,Valid                                   ,X ,Improved
210080830036     ,1996/01/26,    553000,1996/01/31,0000000000          ,Fee conveyance                          ,2287434                                 ,336088                                  ,        ,        ,553.00                                  ,                                        ,Other                                   ,7 ,Improved
210080830036     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830037     ,2021/10/05,          ,2021/10/20,                    ,Fee conveyance                          ,T11615482                               ,1224485                                 ,        ,        ,                                        ,Quitclaim deed                          ,                                        ,  ,
210080830037     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830037     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830037     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830037     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830037     ,2012/10/18,    825000,2012/10/30,                    ,Fee conveyance                          ,T8338124                                ,1050101                                 ,        ,        ,2062.5                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830037     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830037     ,2010/06/22,   1100000,2010/06/28,                    ,Fee conveyance                          ,3974215                                 ,986737                                  ,        ,        ,3300                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830037     ,2006/06/29,   1595000,2006/07/12,                    ,Fee conveyance                          ,3451859                                 ,813138                                  ,        ,        ,5582.5                                  ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830037     ,2004/03/24,    980000,2004/04/01,                    ,Fee conveyance                          ,3091559                                 ,691287                                  ,        ,        ,980                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830037     ,1997/04/22,    313000,1997/05/07,0000000000          ,Fee conveyance                          ,2379654                                 ,336.088                                 ,        ,        ,313.00                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830037     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830038     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830038     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830038     ,2017/12/14,   1368000,2017/12/29,                    ,Fee conveyance                          ,T10224198                               ,1149452                                 ,        ,        ,5472                                    ,Warranty deed                           ,Valid Sale                              ,0 ,Improved
210080830038     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830038     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830038     ,2013/09/05,   1570000,2013/09/06,                    ,Fee conveyance                          ,T8649008                                ,1066416                                 ,        ,        ,4710                                    ,Apartment deed                          ,Unvalidated                             ,9 ,Improved
210080830038     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830038     ,2005/02/15,   1000000,2005/02/17,                    ,Fee conveyance                          ,3231717                                 ,735421                                  ,        ,        ,1000                                    ,Apartment deed                          ,Other                                   ,7 ,Improved
210080830038     ,2000/07/21,    319336,2000/07/26,0000000000          ,Fee conveyance                          ,2640080                                 ,559,379                                 ,        ,        ,319.30                                  ,                                        ,                                        ,  ,
210080830038     ,1996/12/24,    333300,1996/12/31,0000000000          ,Fee conveyance                          ,2357814                                 ,485703                                  ,        ,        ,333.30                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830038     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830039     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830039     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830039     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830039     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830039     ,2012/10/19,   1100000,2012/11/01,                    ,Fee conveyance                          ,T8340187                                ,1050324                                 ,        ,        ,4400                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830039     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830039     ,2007/11/06,   1050000,2007/11/15,                    ,Fee conveyance                          ,3681315                                 ,885485                                  ,        ,        ,3675                                    ,Deed                                    ,Valid Sale                              ,0 ,Improved
210080830039     ,1996/12/11,    313000,1997/01/10,0000000000          ,Fee conveyance                          ,2359787                                 ,486260                                  ,        ,        ,313.00                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830039     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830040     ,2021/01/01,          ,2021/01/01,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Ownership correction                    ,                                        ,  ,
210080830040     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830040     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830040     ,2019/01/22,     15000,2019/01/28,                    ,Fee conveyance                          ,T10619071                               ,1170584                                 ,        ,        ,22.5                                    ,Quitclaim deed                          ,Related individuals                     ,4 ,
210080830040     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830040     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830040     ,2014/12/29,     15000,2015/04/07,                    ,Fee conveyance                          ,T9227232                                ,1095287                                 ,        ,        ,22.5                                    ,Quitclaim deed                          ,Other                                   ,2 ,
210080830040     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830040     ,2003/11/24,    925000,2003/11/28,                    ,Fee conveyance                          ,3034064                                 ,675139                                  ,        ,        ,925                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830040     ,1996/12/31,    333300,1997/01/24,0000000000          ,Fee conveyance                          ,2362025                                 ,486752                                  ,        ,        ,333.30                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830040     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830041     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830041     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830041     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830041     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830041     ,2012/07/20,          ,2012/07/25,                    ,Land Court Order (all types)            ,T8241079                                ,555439                                  ,        ,        ,                                        ,Land Court Order (all types)            ,                                        ,  ,
210080830041     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830041     ,2000/05/04,          ,2000/05/26,0000000000          ,Fee conveyance                          ,2628267                                 ,555439                                  ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
210080830041     ,1997/05/01,    323200,          ,                    ,Fee conveyance                          ,                                        ,                                        ,        ,        ,                                        ,                                        ,Developer sale                          ,8 ,Improved
210080830041     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830041     ,1900/01/01,    323200,1997/05/19,0000000000          ,Fee conveyance                          ,2381511                                 ,336.088                                 ,        ,        ,323.20                                  ,                                        ,                                        ,  ,
210080830042     ,2026/03/17,   1900000,2026/03/23,                    ,Fee conveyance                          ,T13230028                               ,1298010                                 ,        ,        ,7600                                    ,Apartment deed                          ,Valid Sale                              ,0 ,
210080830042     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830042     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830042     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830042     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830042     ,2014/07/18,   1100000,2014/07/31,                    ,Fee conveyance                          ,T8977041                                ,1082281                                 ,        ,        ,4400                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830042     ,2014/06/12,          ,2014/07/14,                    ,Fee conveyance                          ,T8960067                                ,1081360                                 ,        ,        ,                                        ,Apartment deed                          ,Related individuals                     ,4 ,
210080830042     ,2013/07/02,    529000,2013/07/18,                    ,Fee conveyance                          ,T8599083                                ,1063745                                 ,        ,        ,793.5                                   ,Quitclaim apartment deed                ,Related individuals                     ,4 ,
210080830042     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830042     ,2004/04/19,   1025000,2004/04/22,                    ,Fee conveyance                          ,3099462                                 ,693826                                  ,        ,        ,1025                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830042     ,1998/08/27,          ,1998/09/18,0000000000          ,Fee conveyance                          ,2485977                                 ,517547                                  ,        ,        ,0.00                                    ,                                        ,                                        ,  ,
210080830042     ,1997/01/20,    333300,1997/01/24,0000000000          ,Fee conveyance                          ,2362029                                 ,486753                                  ,        ,        ,333.30                                  ,                                        ,Valid Sale                              ,0 ,Improved
210080830042     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830043     ,2022/01/03,   1500000,2022/01/28,                    ,Fee conveyance                          ,T11715132                               ,1230916                                 ,        ,        ,4500                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830043     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830043     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830043     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830043     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830043     ,2015/07/14,    917000,2015/07/24,                    ,Fee conveyance                          ,T9335039                                ,1101145                                 ,        ,        ,2292.5                                  ,Warranty deed                           ,Valid Sale                              ,0 ,Improved
210080830043     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830043     ,2007/09/01,   1200000,2007/09/13,                    ,Fee conveyance                          ,3655293                                 ,876526                                  ,        ,        ,4200                                    ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830043     ,2003/04/01,    726000,2003/04/07,                    ,Fee conveyance                          ,2912612                                 ,641702                                  ,        ,        ,726                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
210080830043     ,2002/07/18,          ,2002/09/19,                    ,Fee conveyance                          ,2842195                                 ,622914                                  ,        ,        ,0.00                                    ,Apartment deed                          ,Related individuals                     ,4 ,
210080830043     ,1996/12/24,    373700,1996/12/30,0000000000          ,Fee conveyance                          ,2357247                                 ,485559                                  ,        ,        ,373.70                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830043     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830044     ,2026/05/26,          ,2026/05/28,                    ,Recorded document                       ,T13296059                               ,                                        ,        ,        ,                                        ,Affidavit (all types)                   ,                                        ,  ,
210080830044     ,2026/05/20,   1720000,2026/05/28,                    ,Fee conveyance                          ,T13296060                               ,1301009                                 ,        ,        ,6880                                    ,Apartment deed                          ,                                        ,  ,
210080830044     ,2024/01/01,          ,2024/01/01,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Death                                   ,                                        ,  ,
210080830044     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830044     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
210080830044     ,2017/12/04,          ,2017/12/22,                    ,Recorded document                       ,T10217497                               ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830044     ,2017/04/18,          ,2017/05/04,                    ,Recorded document                       ,T9985173                                ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830044     ,2010/08/18,          ,2010/08/18,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830044     ,1998/10/01,    430000,1998/10/15,0000000000          ,Fee conveyance                          ,292886                                  ,519257                                  ,        ,        ,430.00                                  ,                                        ,Valid                                   ,X ,Improved
210080830044     ,1998/06/16,    439000,1998/06/22,0000000000          ,Fee conveyance                          ,2465331                                 ,512140                                  ,        ,        ,439.00                                  ,                                        ,Developer sale                          ,8 ,Improved
210080830044     ,1997/06/03,    340000,1997/06/06,0000000000          ,Fee conveyance                          ,2385041                                 ,492914                                  ,        ,        ,340.00                                  ,                                        ,Foreclosure                             ,5 ,Improved
210080830044     ,1900/01/01,          ,          ,0000000000          ,                                        ,1815194                                 ,315856                                  ,        ,        ,                                        ,                                        ,                                        ,  ,
210080830045     ,2020/06/08,          ,2020/08/14,                    ,Recorded document                       ,T11183321                               ,                                        ,        ,        ,                                        ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
210080830045     ,2019/12/10,          ,2020/01/10,T10966225           ,Recorded document                       ,                                        ,                                        ,        ,        ,                                        ,Declaration of/Restatement of CPR       ,                                        ,  ,
