scope,tmks,total_units,homestead_units,homestead_pct,homestead_hi_units,homestead_hi_pct,homestead_usa_units,homestead_usa_pct,homestead_foreign_units,homestead_foreign_pct,homestead_unknown_units,homestead_unknown_pct,ltr_exemption_units,ltr_exemption_pct,no_exemption_units,no_exemption_pct
collective,"239004082,239004143,239004144",316,14,4.4304,13,92.8571,1,7.1429,0,0.0000,0,0.0000,6,1.8987,296,93.6709
