scope,tmk,period_start,period_end,total_units,hi_pct,non_hi_pct,unknown_pct,unresolved_units,unresolved_pct,proxy_resolved_units,proxy_resolved_pct,hi_units,non_hi_units,mixed_units,unknown_units,source,notes
collective,,1988/12/02,1988/12/07,28,0.0000,3.5714,96.4286,27,96.4286,1,3.5714,0,1,0,27,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/08,1988/12/11,28,0.0000,7.1429,92.8571,26,92.8571,2,7.1429,0,2,0,26,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/12,1988/12/12,28,0.0000,17.8571,82.1429,23,82.1429,5,17.8571,0,5,0,23,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/13,1988/12/13,28,0.0000,25.0000,75.0000,21,75.0000,7,25.0000,0,7,0,21,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/14,1988/12/14,28,0.0000,28.5714,71.4286,20,71.4286,8,28.5714,0,8,0,20,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/15,1988/12/15,28,0.0000,32.1429,67.8571,19,67.8571,9,32.1429,0,9,0,19,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/16,1988/12/18,28,0.0000,35.7143,64.2857,18,64.2857,10,35.7143,0,10,0,18,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/19,1988/12/19,28,0.0000,39.2857,60.7143,17,60.7143,11,39.2857,0,11,0,17,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/20,1988/12/20,28,0.0000,42.8571,57.1429,16,57.1429,12,42.8571,0,12,0,16,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/21,1988/12/21,28,0.0000,46.4286,53.5714,15,53.5714,13,46.4286,0,13,0,15,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/22,1988/12/29,28,0.0000,50.0000,50.0000,14,50.0000,14,50.0000,0,14,0,14,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1988/12/30,1988/12/31,28,3.5714,50.0000,46.4286,13,46.4286,15,53.5714,1,14,0,13,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/01,1989/01/05,28,3.5714,50.0000,46.4286,13,46.4286,15,53.5714,1,14,0,13,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/06,1989/01/08,28,3.5714,53.5714,42.8571,12,42.8571,16,57.1429,1,15,0,12,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/09,1989/01/11,28,3.5714,57.1429,39.2857,11,39.2857,17,60.7143,1,16,0,11,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/12,1989/01/12,28,3.5714,60.7143,35.7143,10,35.7143,18,64.2857,1,17,0,10,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/13,1989/01/15,28,3.5714,64.2857,32.1429,9,32.1429,19,67.8571,1,18,0,9,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/16,1989/01/16,28,3.5714,67.8571,28.5714,8,28.5714,20,71.4286,1,19,0,8,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/17,1989/01/22,28,3.5714,78.5714,17.8571,5,17.8571,23,82.1429,1,22,0,5,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/23,1989/01/25,28,3.5714,78.5714,17.8571,5,17.8571,23,82.1429,1,22,0,5,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/26,1989/01/30,28,3.5714,82.1429,14.2857,4,14.2857,24,85.7143,1,23,0,4,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/01/31,1989/01/31,28,3.5714,85.7143,10.7143,3,10.7143,25,89.2857,1,24,0,3,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/02/01,1989/02/27,28,3.5714,85.7143,10.7143,3,10.7143,25,89.2857,1,24,0,3,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/02/28,1989/03/20,28,3.5714,89.2857,7.1429,2,7.1429,26,92.8571,1,25,0,2,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/03/21,1989/03/31,28,3.5714,96.4286,0.0000,0,0.0000,28,100.0000,1,27,0,0,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/04/01,1989/04/06,28,3.5714,96.4286,0.0000,0,0.0000,28,100.0000,1,27,0,0,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/04/07,1989/04/16,28,3.5714,96.4286,0.0000,0,0.0000,28,100.0000,1,27,0,0,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/04/17,1989/06/05,28,3.5714,96.4286,0.0000,0,0.0000,28,100.0000,1,27,0,0,fullownr_proxy,between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143
collective,,1989/06/06,1989/07/14,76,1.3158,36.8421,61.8421,47,61.8421,29,38.1579,1,28,0,47,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/07/15,1989/07/25,76,1.3158,36.8421,61.8421,47,61.8421,29,38.1579,1,28,0,47,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/07/26,1989/09/24,76,1.3158,36.8421,61.8421,47,61.8421,29,38.1579,1,28,0,47,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/09/25,1989/10/10,76,2.6316,38.1579,59.2105,45,59.2105,31,40.7895,2,29,0,45,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/11,1989/10/16,76,2.6316,39.4737,57.8947,44,57.8947,32,42.1053,2,30,0,44,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/17,1989/10/18,76,2.6316,42.1053,55.2632,42,55.2632,34,44.7368,2,32,0,42,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/19,1989/10/19,76,2.6316,43.4211,53.9474,41,53.9474,35,46.0526,2,33,0,41,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/20,1989/10/22,76,2.6316,55.2632,42.1053,32,42.1053,44,57.8947,2,42,0,32,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/23,1989/10/23,76,2.6316,56.5789,40.7895,31,40.7895,45,59.2105,2,43,0,31,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/24,1989/10/24,76,2.6316,57.8947,39.4737,30,39.4737,46,60.5263,2,44,0,30,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/25,1989/10/25,76,3.9474,57.8947,38.1579,29,38.1579,47,61.8421,3,44,0,29,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/26,1989/10/26,76,3.9474,59.2105,36.8421,28,36.8421,48,63.1579,3,45,0,28,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/27,1989/10/28,76,3.9474,60.5263,35.5263,27,35.5263,49,64.4737,3,46,0,27,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/29,1989/10/30,76,3.9474,61.8421,34.2105,26,34.2105,50,65.7895,3,47,0,26,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/10/31,1989/10/31,76,3.9474,63.1579,32.8947,25,32.8947,51,67.1053,3,48,0,25,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/01,1989/11/01,76,3.9474,63.1579,32.8947,25,32.8947,51,67.1053,3,48,0,25,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/02,1989/11/05,76,3.9474,64.4737,31.5789,24,31.5789,52,68.4211,3,49,0,24,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/06,1989/11/13,76,3.9474,64.4737,31.5789,24,31.5789,52,68.4211,3,49,0,24,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/14,1989/11/19,76,5.2632,68.4211,26.3158,20,26.3158,56,73.6842,4,52,0,20,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/20,1989/11/28,76,5.2632,69.7368,25.0000,19,25.0000,57,75.0000,4,53,0,19,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/29,1989/11/29,76,5.2632,72.3684,22.3684,17,22.3684,59,77.6316,4,55,0,17,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/11/30,1989/11/30,76,6.5789,72.3684,21.0526,16,21.0526,60,78.9474,5,55,0,16,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/01,1989/12/07,76,6.5789,73.6842,19.7368,15,19.7368,61,80.2632,5,56,0,15,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/08,1989/12/10,76,7.8947,73.6842,18.4211,14,18.4211,62,81.5789,6,56,0,14,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/11,1989/12/13,76,7.8947,75.0000,17.1053,13,17.1053,63,82.8947,6,57,0,13,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/14,1989/12/14,76,7.8947,76.3158,15.7895,12,15.7895,64,84.2105,6,58,0,12,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/15,1989/12/18,76,7.8947,77.6316,14.4737,11,14.4737,65,85.5263,6,59,0,11,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/19,1989/12/20,76,7.8947,78.9474,13.1579,10,13.1579,66,86.8421,6,60,0,10,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/21,1989/12/21,76,7.8947,80.2632,11.8421,9,11.8421,67,88.1579,6,61,0,9,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/22,1989/12/23,76,7.8947,82.8947,9.2105,7,9.2105,69,90.7895,6,63,0,7,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/24,1989/12/26,76,7.8947,82.8947,9.2105,7,9.2105,69,90.7895,6,63,0,7,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/27,1989/12/28,76,7.8947,84.2105,7.8947,6,7.8947,70,92.1053,6,64,0,6,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1989/12/29,1990/01/10,76,7.8947,85.5263,6.5789,5,6.5789,71,93.4211,6,65,0,5,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/01/11,1990/01/15,76,9.2105,85.5263,5.2632,4,5.2632,72,94.7368,7,65,0,4,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/01/16,1990/01/30,76,9.2105,85.5263,5.2632,4,5.2632,72,94.7368,7,65,0,4,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/01/31,1990/01/31,76,9.2105,86.8421,3.9474,3,3.9474,73,96.0526,7,66,0,3,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/02/01,1990/02/07,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/02/08,1990/02/27,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/02/28,1990/03/05,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/06,1990/03/08,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/09,1990/03/14,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/15,1990/03/19,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/20,1990/03/25,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/26,1990/03/29,76,9.2105,88.1579,2.6316,2,2.6316,74,97.3684,7,67,0,2,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/03/30,1990/05/27,76,9.2105,89.4737,1.3158,1,1.3158,75,98.6842,7,68,0,1,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004143, 239004144"
collective,,1990/05/28,1990/07/01,316,2.2152,21.8354,75.9494,240,75.9494,76,24.0506,7,69,0,240,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/07/02,1990/07/04,316,2.2152,21.8354,75.9494,240,75.9494,76,24.0506,7,69,0,240,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/07/05,1990/07/15,316,2.2152,21.8354,75.9494,240,75.9494,76,24.0506,7,69,0,240,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/07/16,1990/08/15,316,2.2152,21.8354,75.9494,240,75.9494,76,24.0506,7,69,0,240,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/08/16,1990/11/27,316,2.2152,21.8354,75.9494,240,75.9494,76,24.0506,7,69,0,240,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/11/28,1990/11/28,316,3.4810,28.7975,67.7215,214,67.7215,102,32.2785,11,91,0,214,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/11/29,1990/11/30,316,3.4810,28.7975,67.7215,214,67.7215,102,32.2785,11,91,0,214,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/01,1990/12/02,316,3.4810,28.7975,67.7215,214,67.7215,102,32.2785,11,91,0,214,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/03,1990/12/12,316,4.4304,33.2278,62.3418,197,62.3418,119,37.6582,14,105,0,197,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/13,1990/12/18,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/19,1990/12/19,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/20,1990/12/20,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/21,1990/12/25,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1990/12/26,1990/12/31,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/01/01,1991/01/13,316,4.4304,33.5443,62.0253,196,62.0253,120,37.9747,14,106,0,196,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/01/14,1991/01/16,316,4.4304,33.8608,61.7089,195,61.7089,121,38.2911,14,107,0,195,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/01/17,1991/01/31,316,4.4304,33.8608,61.7089,195,61.7089,121,38.2911,14,107,0,195,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/02/01,1991/02/25,316,4.4304,33.8608,61.7089,195,61.7089,121,38.2911,14,107,0,195,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/02/26,1991/02/28,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/03/01,1991/03/17,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/03/18,1991/03/31,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/04/01,1991/04/01,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/04/02,1991/04/30,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/05/01,1991/06/11,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/06/12,1991/07/29,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/07/30,1991/07/31,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/08/01,1991/08/20,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/08/21,1991/11/24,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/11/25,1991/12/01,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1991/12/02,1992/01/12,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/01/13,1992/01/21,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/01/22,1992/03/05,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/03/06,1992/04/05,316,5.6962,37.3418,56.9620,180,56.9620,136,43.0380,18,118,0,180,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/04/06,1992/04/12,316,5.6962,37.6582,56.6456,179,56.6456,137,43.3544,18,119,0,179,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/04/13,1992/04/16,316,5.6962,37.6582,56.6456,179,56.6456,137,43.3544,18,119,0,179,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/04/17,1992/05/18,316,5.6962,37.9747,56.3291,178,56.3291,138,43.6709,18,120,0,178,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1992/05/19,1992/05/19,316,5.6962,38.2911,56.0127,177,56.0127,139,43.9873,18,121,0,177,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
