scope,tmk,period_start,period_end,total_units,hi_pct,non_hi_pct,unknown_pct,unresolved_units,unresolved_pct,proxy_resolved_units,proxy_resolved_pct,hi_units,non_hi_units,mixed_units,unknown_units,source,notes
collective,,1997/12/09,1998/01/13,316,7.9114,50.0000,42.0886,133,42.0886,183,57.9114,25,158,0,133,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/01/14,1998/01/15,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/01/16,1998/02/09,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/02/10,1998/02/10,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/02/11,1998/02/17,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/02/18,1998/02/19,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/02/20,1998/02/27,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/02/28,1998/03/22,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/03/23,1998/03/24,316,7.9114,50.3165,41.7722,132,41.7722,184,58.2278,25,159,0,132,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/03/25,1998/04/12,316,7.9114,50.6329,41.4557,131,41.4557,185,58.5443,25,160,0,131,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/04/13,1998/04/21,316,8.2278,50.6329,41.1392,130,41.1392,186,58.8608,26,160,0,130,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/04/22,1998/05/05,316,8.2278,50.6329,41.1392,130,41.1392,186,58.8608,26,160,0,130,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/05/06,1998/05/29,316,8.2278,50.6329,41.1392,130,41.1392,186,58.8608,26,160,0,130,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/05/30,1998/06/22,316,8.2278,50.9494,40.8228,129,40.8228,187,59.1772,26,161,0,129,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/06/23,1998/06/24,316,8.2278,51.2658,40.5063,128,40.5063,188,59.4937,26,162,0,128,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/06/25,1998/07/07,316,8.2278,51.2658,40.5063,128,40.5063,188,59.4937,26,162,0,128,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/07/08,1998/07/26,316,8.2278,51.2658,40.5063,128,40.5063,188,59.4937,26,162,0,128,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/07/27,1998/08/25,316,8.2278,51.2658,40.5063,128,40.5063,188,59.4937,26,162,0,128,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/08/26,1998/09/08,316,8.2278,51.5823,40.1899,127,40.1899,189,59.8101,26,163,0,127,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/09/09,1998/10/21,316,8.2278,51.5823,40.1899,127,40.1899,189,59.8101,26,163,0,127,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/10/22,1998/10/29,316,8.2278,51.8987,39.8734,126,39.8734,190,60.1266,26,164,0,126,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/10/30,1998/11/11,316,8.2278,51.8987,39.8734,126,39.8734,190,60.1266,26,164,0,126,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/11/12,1998/12/15,316,8.2278,51.8987,39.8734,126,39.8734,190,60.1266,26,164,0,126,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/12/16,1998/12/21,316,8.2278,51.8987,39.8734,126,39.8734,190,60.1266,26,164,0,126,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1998/12/22,1999/01/07,316,8.2278,51.8987,39.8734,126,39.8734,190,60.1266,26,164,0,126,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/01/08,1999/02/17,316,8.2278,52.2152,39.5570,125,39.5570,191,60.4430,26,165,0,125,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/02/18,1999/03/01,316,8.2278,52.2152,39.5570,125,39.5570,191,60.4430,26,165,0,125,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/02,1999/03/02,316,8.2278,52.2152,39.5570,125,39.5570,191,60.4430,26,165,0,125,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/03,1999/03/16,316,8.2278,52.2152,39.5570,125,39.5570,191,60.4430,26,165,0,125,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/17,1999/03/18,316,8.5443,52.2152,39.2405,124,39.2405,192,60.7595,27,165,0,124,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/19,1999/03/22,316,8.8608,52.2152,38.9241,123,38.9241,193,61.0759,28,165,0,123,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/23,1999/03/23,316,8.8608,52.5316,38.6076,122,38.6076,194,61.3924,28,166,0,122,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/24,1999/03/24,316,8.8608,53.4810,37.6582,119,37.6582,197,62.3418,28,169,0,119,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/25,1999/03/25,316,8.8608,53.7975,37.3418,118,37.3418,198,62.6582,28,170,0,118,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/03/26,1999/04/01,316,8.8608,54.1139,37.0253,117,37.0253,199,62.9747,28,171,0,117,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/02,1999/04/04,316,8.8608,54.4304,36.7089,116,36.7089,200,63.2911,28,172,0,116,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/05,1999/04/05,316,9.1772,54.4304,36.3924,115,36.3924,201,63.6076,29,172,0,115,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/06,1999/04/06,316,9.1772,54.4304,36.3924,115,36.3924,201,63.6076,29,172,0,115,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/07,1999/04/11,316,9.1772,54.4304,36.3924,114,36.0759,202,63.9241,29,172,0,115,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/12,1999/04/18,316,9.1772,54.7468,36.0759,113,35.7595,203,64.2405,29,173,0,114,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/19,1999/04/19,316,9.1772,54.7468,36.0759,113,35.7595,203,64.2405,29,173,0,114,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/20,1999/04/22,316,9.1772,54.7468,36.0759,113,35.7595,203,64.2405,29,173,0,114,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/23,1999/04/26,316,9.1772,55.0633,35.7595,112,35.4430,204,64.5570,29,174,0,113,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/27,1999/04/27,316,9.1772,55.3797,35.4430,111,35.1266,205,64.8734,29,175,0,112,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/04/28,1999/05/02,316,9.1772,55.3797,35.4430,111,35.1266,205,64.8734,29,175,0,112,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/05/03,1999/05/11,316,9.1772,55.3797,35.4430,111,35.1266,205,64.8734,29,175,0,112,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/05/12,1999/05/19,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/05/20,1999/05/31,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/01,1999/06/06,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/07,1999/06/16,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/17,1999/06/22,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/23,1999/06/25,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/26,1999/06/28,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/06/29,1999/07/16,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/07/17,1999/07/31,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/01,1999/08/01,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/02,1999/08/02,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/03,1999/08/05,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/06,1999/08/08,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/09,1999/08/09,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/10,1999/08/12,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/13,1999/08/22,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/23,1999/08/26,316,9.1772,55.6962,35.1266,110,34.8101,206,65.1899,29,176,0,111,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/08/27,1999/09/02,316,9.1772,56.0127,34.8101,109,34.4937,207,65.5063,29,177,0,110,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/03,1999/09/09,316,9.1772,56.3291,34.4937,108,34.1772,208,65.8228,29,178,0,109,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/10,1999/09/14,316,9.1772,56.6456,34.1772,107,33.8608,209,66.1392,29,179,0,108,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/15,1999/09/15,316,9.1772,56.6456,34.1772,107,33.8608,209,66.1392,29,179,0,108,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/16,1999/09/23,316,9.1772,56.6456,34.1772,107,33.8608,209,66.1392,29,179,0,108,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/24,1999/09/29,316,9.1772,56.6456,34.1772,107,33.8608,209,66.1392,29,179,0,108,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/09/30,1999/10/01,316,9.1772,56.9620,33.8608,106,33.5443,210,66.4557,29,180,0,107,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/10/02,1999/10/05,316,9.1772,57.2785,33.5443,105,33.2278,211,66.7722,29,181,0,106,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/10/06,1999/10/17,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/10/18,1999/10/31,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/11/01,1999/11/01,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/11/02,1999/11/14,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/11/15,1999/11/30,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/01,1999/12/02,316,9.1772,57.5949,33.2278,104,32.9114,212,67.0886,29,182,0,105,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/03,1999/12/05,316,9.8101,57.5949,32.5949,102,32.2785,214,67.7215,31,182,0,103,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/06,1999/12/06,316,9.8101,57.5949,32.5949,102,32.2785,214,67.7215,31,182,0,103,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/07,1999/12/09,316,9.8101,57.9114,32.2785,101,31.9620,215,68.0380,31,183,0,102,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/10,1999/12/12,316,9.8101,58.8608,31.3291,98,31.0127,218,68.9873,31,186,0,99,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/13,1999/12/13,316,10.1266,59.4937,30.3797,95,30.0633,221,69.9367,32,188,0,96,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/14,1999/12/21,316,10.1266,59.8101,30.0633,94,29.7468,222,70.2532,32,189,0,95,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/22,1999/12/29,316,10.1266,60.1266,29.7468,93,29.4304,223,70.5696,32,190,0,94,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,1999/12/30,2000/01/05,316,10.1266,60.4430,29.4304,92,29.1139,224,70.8861,32,191,0,93,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/01/06,2000/01/18,316,10.1266,60.4430,29.4304,92,29.1139,224,70.8861,32,191,0,93,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/01/19,2000/01/20,316,10.1266,60.7595,29.1139,91,28.7975,225,71.2025,32,192,0,92,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/01/21,2000/01/30,316,10.1266,61.0759,28.7975,90,28.4810,226,71.5190,32,193,0,91,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/01/31,2000/02/09,316,10.1266,61.0759,28.7975,90,28.4810,226,71.5190,32,193,0,91,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/10,2000/02/11,316,10.4430,61.0759,28.4810,89,28.1646,227,71.8354,33,193,0,90,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/12,2000/02/16,316,10.4430,61.0759,28.4810,89,28.1646,227,71.8354,33,193,0,90,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/17,2000/02/17,316,10.4430,61.0759,28.4810,89,28.1646,227,71.8354,33,193,0,90,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/18,2000/02/21,316,10.4430,61.0759,28.4810,89,28.1646,227,71.8354,33,193,0,90,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/22,2000/02/27,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/02/28,2000/02/29,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/01,2000/03/02,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/03,2000/03/07,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/08,2000/03/08,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/09,2000/03/09,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/10,2000/03/14,316,10.4430,61.3924,28.1646,88,27.8481,228,72.1519,33,194,0,89,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/15,2000/03/15,316,10.4430,61.7089,27.8481,87,27.5316,229,72.4684,33,195,0,88,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/16,2000/03/23,316,10.4430,62.0253,27.5316,86,27.2152,230,72.7848,33,196,0,87,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/24,2000/03/28,316,10.4430,62.0253,27.5316,86,27.2152,230,72.7848,33,196,0,87,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/29,2000/03/30,316,10.4430,62.0253,27.5316,86,27.2152,230,72.7848,33,196,0,87,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/03/31,2000/04/11,316,10.4430,62.0253,27.5316,86,27.2152,230,72.7848,33,196,0,87,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
collective,,2000/04/12,2000/04/13,316,10.4430,62.3418,27.2152,85,26.8987,231,73.1013,33,197,0,86,fullownr_proxy,"between transfer events; residency from 2026 fullownr proxy applied after first transfer; historical owner addresses not in sales extract; active TMKs: 239004082, 239004143, 239004144"
