DIVISION - TMK,ZONE - TMK,SECTION - TMK,PLAT - TMK,PARCEL - TMK,CPR - TMK,PARCEL YEAR,MULTIPLE CLASS FLAG,STREET NUMBER PRE,STREET NUMBER,ADDITIONAL STREET NUMBER,STREET DIRECTION,STREET,STREET NAME SUFFIX,UNIT DESCRIPTION,UNIT,PARCEL ACRES,NEIGHBORHOOD CODE
2,3,9,004,144,0023,2026,,,2777,,S,KIHEI,RD,UNIT,B209,,C396
2,3,9,004,144,0024,2026,,,2777,,S,KIHEI,RD,UNIT,B210,,C396
2,3,9,004,144,0025,2026,,,2777,,S,KIHEI,RD,UNIT,B211,,C396
2,3,9,004,144,0026,2026,,,2777,,S,KIHEI,RD,UNIT,B212,,C396
2,3,9,004,144,0027,2026,,,2777,,S,KIHEI,RD,UNIT,B214,,C396
2,3,9,004,144,0028,2026,,,2777,,S,KIHEI,RD,UNIT,B215,,C396
2,3,9,004,144,0029,2026,,,2777,,S,KIHEI,RD,UNIT,C101,,C396
2,3,9,004,144,0030,2026,,,2777,,S,KIHEI,RD,UNIT,C102,,C396
2,3,9,004,144,0031,2026,,,2777,,S,KIHEI,RD,UNIT,C103,,C396
2,3,9,004,144,0032,2026,,,2777,,S,KIHEI,RD,UNIT,C104,,C396
2,3,9,004,144,0033,2026,,,2777,,S,KIHEI,RD,UNIT,C105,,C396
2,3,9,004,144,0034,2026,,,2777,,S,KIHEI,RD,UNIT,C106,,C396
2,3,9,004,144,0035,2026,,,2777,,S,KIHEI,RD,UNIT,C107,,C396
2,3,9,004,144,0036,2026,,,2777,,S,KIHEI,RD,UNIT,C108,,C396
2,3,9,004,144,0037,2026,,,2777,,S,KIHEI,RD,UNIT,C109,,C396
2,3,9,004,144,0038,2026,,,2777,,S,KIHEI,RD,UNIT,C110,,C396
2,3,9,004,144,0039,2026,,,2777,,S,KIHEI,RD,UNIT,C201,,C396
2,3,9,004,144,0040,2026,,,2777,,S,KIHEI,RD,UNIT,C202,,C396
2,3,9,004,144,0041,2026,,,2777,,S,KIHEI,RD,UNIT,C203,,C396
2,3,9,004,144,0042,2026,,,2777,,S,KIHEI,RD,UNIT,C204,,C396
2,3,9,004,144,0043,2026,,,2777,,S,KIHEI,RD,UNIT,C205,,C396
2,3,9,004,144,0044,2026,,,2777,,S,KIHEI,RD,UNIT,C206,,C396
2,3,9,004,144,0045,2026,,,2777,,S,KIHEI,RD,UNIT,C207,,C396
2,3,9,004,144,0046,2026,,,2777,,S,KIHEI,RD,UNIT,C208,,C396
2,3,9,004,144,0047,2026,,,2777,,S,KIHEI,RD,UNIT,C209,,C396
2,3,9,004,144,0048,2026,,,2777,,S,KIHEI,RD,UNIT,C210,,C396
