DIVISION - TMK,ZONE - TMK,SECTION - TMK,PLAT - TMK,PARCEL - TMK,CPR - TMK,TAX YEAR,ACRES,SQFT,LEGAL DESCRIPTION
2,3,9,004,143,0000,2026,2.1800,,
2,3,9,004,143,0001,2026,,,APT A-101   MAUI KAMAOLE   CM 1146   TOG/PS UND 0.00271 (0.2710%) INT IN COMM ELEM INCL LAND
2,3,9,004,143,0002,2026,,,APT A-102   MAUI KAMAOLE   CMS 1146 (AS GIVEN) TOG/PRKG STALL 20 (AS GIVEN) UND 3.049% (AS GIVEN) INT IN COMMON ELEMENTS
2,3,9,004,143,0003,2026,,,"APT A-103   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-17 UND 0.2710 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0004,2026,,,"APT A-104   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-15 UND 0.2710 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0005,2026,,,"APT A-105   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-13 UND 0.3340 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0006,2026,,,"APT A-106   MAUI KAMAOLE   CM 1146, 1218 & 1311   TOG/PS UND 0.00330 PERCENT INT IN COMM ELEM & LAND"
2,3,9,004,143,0007,2026,,,"APT A-107   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-07 UND 0.2710 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0008,2026,,,"APT A-108   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL   UND 0.271 PERCENTAGE INT IN ALL COMMON ELEMENTS & LAND"
2,3,9,004,143,0009,2026,,,"APT A-109   MAUI KAMAOLE   CMS 1146, 1218 & 1311   TOG/PS UND 3.049 % (AS GIVEN) INT IN LAND & COMM ELEM"
2,3,9,004,143,0010,2026,,,"APT A-110   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-30 UND 0.2710 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0011,2026,,,APT A111   MAUI KAMAOLE   CMS 1146 (AS GIVEN) TOG/PS 32 (AS GIVEN)   UND 3.697 PERCENTAGE (AS GIVEN) INT IN COMM ELEM
2,3,9,004,143,0012,2026,,,APT A-112   MAUI KAMAOLE   CFP 1146 (AS GIVEN)   TOG/PS UND 3.697% (AS GIVEN) INT IN COMM ELEM INCL LAND
2,3,9,004,143,0013,2026,,,"APT A-114   MAUI KAMAOLE   CMS 1146, 1218 & 1311   TOG/PS UND 0.271% PERCENTAGE INT IN COMM ELEM & LAND"
2,3,9,004,143,0014,2026,,,"APT A-115   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-02 UND 0.2710 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0015,2026,,,"APT A-201   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-18 UND 0.3270 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0016,2026,,,"APT A-202   MAUI KAMAOLE   CMS 1146, 1218 & 1311   TOG/PS UND 0.3270% INT IN COMM ELEM & LAND"
2,3,9,004,143,0017,2026,,,APT A-203   MAUI KAMAOLE   CONDO MAP 1146 & 1311 TOG/EXCL ES TO USE PKG SPACE A-16 UND 0.00327 (0.327%) INT IN COMMON ELEMENTS INCL LAND
2,3,9,004,143,0018,2026,,,"APT A-204   MAUI KAMAOLE   CMS 1146, 1218 & 1311   TOG/PS UND 0.3270 % INT IN COMM ELEM INCL LAND"
2,3,9,004,143,0019,2026,,,"APT A-205   MAUI KAMAOLE   CM 1146, 1218 & 1311   TOG/PS UND 4.710% (AS GIVEN) INT IN COMM ELEM & LAND"
2,3,9,004,143,0020,2026,,,"APT A-206   MAUI KAMAOLE   CM 1146, 1218 & 1311   TOG/PS UND 4.710% (AS GIVEN) INT IN COMM ELEM AND LAND"
2,3,9,004,143,0021,2026,,,"APT A-207   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PS   UND 0.00327 (.327%) INT IN COMM ELEM & LAND"
2,3,9,004,143,0022,2026,,,"APT A-208   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-08 UND 0.3270 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0023,2026,,,"APT A-209   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-05 UND 0.3270 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0024,2026,,,"APT A-210   MAUI KAMAOLE PHASE III (AS GIVEN) CMS 1146, 1218 & 1311   TOG/PS UND 3.676% (AS GIVEN) INT IN LAND & COMM ELEM"
2,3,9,004,143,0025,2026,,,"APT A-211   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL IF ANY UND 4.250% INT (AS GIVEN)  IN COMMON ELEMENTS"
2,3,9,004,143,0026,2026,,,"APT A-212   MAUI KAMAOLE   CMS 1146, 1218 & 1311   TOG/PS UND 4.250 (AS GIVEN) PERCENT INT IN COMM ELEM & LAND"
2,3,9,004,143,0027,2026,,,"APT A-214   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PRKG STALL NO A-04 UND 0.3270 % INT IN COMMON ELEMENTS"
2,3,9,004,143,0028,2026,,,"APT A-215   MAUI KAMAOLE   CMS 1146, 1218 & 1311 TOG/PS   UND 3.676 PERCENTAGE (AS GIVEN) INT IN COMM ELEM & LAND"
